Symbol,Buy/Sell,CBT,Target Price,Status,ExitPrice,ExitDate,2026-07-29_DayMaxProfit,2026-07-29_DayMaxLoss,2026-07-29_MaxProfit,2026-07-29_MaxLoss,2026-07-29_MaxDrawdown,2026-07-29_CurrentPnL,2026-07-30_DayMaxProfit,2026-07-30_DayMaxLoss,2026-07-30_MaxProfit,2026-07-30_MaxLoss,2026-07-30_MaxDrawdown,2026-07-30_CurrentPnL,2026-07-31_DayMaxProfit,2026-07-31_DayMaxLoss,2026-07-31_MaxProfit,2026-07-31_MaxLoss,2026-07-31_MaxDrawdown,2026-07-31_CurrentPnL,2026-08-03_DayMaxProfit,2026-08-03_DayMaxLoss,2026-08-03_MaxProfit,2026-08-03_MaxLoss,2026-08-03_MaxDrawdown,2026-08-03_CurrentPnL,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL
ZTS,Sell,77.51,72.95329321570327,TP Hit,72.95329321570327,2026-08-07,0.34,-2.03,0.34,-2.03,-2.36,-0.54,2.90,0.17,2.90,-2.03,-2.74,1.91,3.35,-0.01,3.35,-2.03,-3.37,0.28,0.85,-3.43,3.35,-3.43,-6.78,0.53,3.25,1.41,3.35,-3.43,-6.78,1.90,5.84,1.11,5.84,-3.43,-6.78,4.03,4.90,-2.70,5.84,-3.43,-8.54,0.31,5.88,-2.24,5.88,-3.43,-8.54,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,Sell,43.9,41.37586112976074,Open,,,0.91,-2.06,0.91,-2.06,-2.97,0.05,2.19,-1.21,2.19,-2.06,-3.39,-0.46,1.14,-1.69,2.19,-2.06,-3.88,-0.96,-1.16,-3.99,2.19,-3.99,-6.18,-1.46,-0.23,-4.62,2.19,-4.62,-6.81,-4.12,-14.40,-21.38,2.19,-21.38,-23.57,-15.85,-9.76,-13.85,2.19,-21.38,-23.57,-11.32,-11.23,-15.30,2.19,-21.38,-23.57,-11.55,-10.46,-16.29,2.19,-21.38,-23.57,-15.19,-12.53,-15.65,2.19,-21.38,-23.57,-13.12,-11.04,-14.83,2.19,-21.38,-23.57,-12.89,-9.36,-15.74,2.19,-21.38,-23.57,-15.60,-11.59,-18.43,2.19,-21.38,-23.57,-11.94,-6.58,-10.25,2.19,-21.38,-23.57,-8.45,-8.20,-13.27,2.19,-21.38,-23.57,-12.21,-11.37,-13.66,2.19,-21.38,-23.57,-12.98,-11.69,-13.85,2.19,-21.38,-23.57,-12.03,-9.51,-12.98,2.19,-21.38,-23.57,-12.30,-11.41,-13.60,2.19,-21.38,-23.57,-11.73
ALGM,Buy,44.52,50.05,Open,,,0.94,-6.18,0.94,-6.18,-7.12,-5.19,-3.59,-14.31,0.94,-14.31,-15.25,-6.90,-2.63,-8.46,0.94,-14.31,-15.25,-6.78,-5.45,-13.30,0.94,-14.31,-15.25,-6.74,-0.07,-5.23,0.94,-14.31,-15.25,-3.75,-2.16,-6.54,0.94,-14.31,-15.25,-6.11,-1.06,-9.70,0.94,-14.31,-15.25,-4.64,-0.04,-4.04,0.94,-14.31,-15.25,-1.68,0.79,-4.83,0.94,-14.31,-15.25,-4.63,-1.06,-4.96,0.94,-14.31,-15.25,-4.49,0.11,-4.85,0.94,-14.31,-15.25,-4.60,2.58,-4.34,2.58,-14.31,-15.25,-0.88,1.10,-2.22,2.58,-14.31,-15.25,-0.29,4.63,-1.11,4.63,-14.31,-15.25,-0.61,-3.30,-11.65,4.63,-14.31,-16.28,-11.52,-9.48,-15.79,4.63,-15.79,-20.42,-13.86,-12.87,-17.77,4.63,-17.77,-22.40,-16.46,-14.70,-18.04,4.63,-18.04,-22.67,-16.53,-17.81,-20.62,4.63,-20.62,-25.25,-19.97
HOG,Buy,25.29,27.66,TP Hit,27.66,2026-08-13,1.66,-3.40,1.66,-3.40,-5.06,-1.82,-1.34,-3.80,1.66,-3.80,-5.46,-2.57,-1.46,-4.35,1.66,-4.35,-6.01,-2.97,0.51,-2.33,1.66,-4.35,-6.01,0.08,6.56,2.29,6.56,-4.35,-6.01,4.82,5.73,3.08,6.56,-4.35,-6.01,3.56,5.06,1.03,6.56,-4.35,-6.01,1.62,3.99,1.86,6.56,-4.35,-6.01,2.85,3.20,1.19,6.56,-4.35,-6.01,3.16,7.35,2.41,7.35,-4.35,-6.01,5.65,6.72,1.94,7.35,-4.35,-6.01,2.69,9.37,2.89,9.37,-4.35,-6.48,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWP,Sell,16.13,15.488719997406006,TP Hit,15.488719997406006,2026-07-29,3.98,-3.16,3.98,-3.16,-7.14,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
