Symbol,Buy/Sell,CBT,Target Price,Status,ExitPrice,ExitDate,2026-05-18_DayMaxProfit,2026-05-18_DayMaxLoss,2026-05-18_MaxProfit,2026-05-18_MaxLoss,2026-05-18_MaxDrawdown,2026-05-18_CurrentPnL,2026-05-19_DayMaxProfit,2026-05-19_DayMaxLoss,2026-05-19_MaxProfit,2026-05-19_MaxLoss,2026-05-19_MaxDrawdown,2026-05-19_CurrentPnL
SPT,Buy,6.25,6.57,TP Hit,6.57,2026-05-19,4.56,-1.44,4.56,-1.44,-6.00,4.24,5.12,2.72,5.12,-1.44,-6.00,5.12
