Symbol,Buy/Sell,CBT,Target Price,Status,ExitPrice,ExitDate,2026-05-12_DayMaxProfit,2026-05-12_DayMaxLoss,2026-05-12_MaxProfit,2026-05-12_MaxLoss,2026-05-12_MaxDrawdown,2026-05-12_CurrentPnL
PZZA,Buy,32.94,34.45,TP Hit,34.45,2026-05-12,4.58,-1.64,4.58,-1.64,-6.22,4.58
