Symbol,Buy/Sell,CBT,Target Price,Status,ExitPrice,ExitDate,2026-06-29_DayMaxProfit,2026-06-29_DayMaxLoss,2026-06-29_MaxProfit,2026-06-29_MaxLoss,2026-06-29_MaxDrawdown,2026-06-29_CurrentPnL,2026-06-30_DayMaxProfit,2026-06-30_DayMaxLoss,2026-06-30_MaxProfit,2026-06-30_MaxLoss,2026-06-30_MaxDrawdown,2026-06-30_CurrentPnL,2026-07-01_DayMaxProfit,2026-07-01_DayMaxLoss,2026-07-01_MaxProfit,2026-07-01_MaxLoss,2026-07-01_MaxDrawdown,2026-07-01_CurrentPnL,2026-07-02_DayMaxProfit,2026-07-02_DayMaxLoss,2026-07-02_MaxProfit,2026-07-02_MaxLoss,2026-07-02_MaxDrawdown,2026-07-02_CurrentPnL,2026-07-06_DayMaxProfit,2026-07-06_DayMaxLoss,2026-07-06_MaxProfit,2026-07-06_MaxLoss,2026-07-06_MaxDrawdown,2026-07-06_CurrentPnL,2026-07-07_DayMaxProfit,2026-07-07_DayMaxLoss,2026-07-07_MaxProfit,2026-07-07_MaxLoss,2026-07-07_MaxDrawdown,2026-07-07_CurrentPnL,2026-07-08_DayMaxProfit,2026-07-08_DayMaxLoss,2026-07-08_MaxProfit,2026-07-08_MaxLoss,2026-07-08_MaxDrawdown,2026-07-08_CurrentPnL,2026-07-09_DayMaxProfit,2026-07-09_DayMaxLoss,2026-07-09_MaxProfit,2026-07-09_MaxLoss,2026-07-09_MaxDrawdown,2026-07-09_CurrentPnL,2026-07-10_DayMaxProfit,2026-07-10_DayMaxLoss,2026-07-10_MaxProfit,2026-07-10_MaxLoss,2026-07-10_MaxDrawdown,2026-07-10_CurrentPnL,2026-07-13_DayMaxProfit,2026-07-13_DayMaxLoss,2026-07-13_MaxProfit,2026-07-13_MaxLoss,2026-07-13_MaxDrawdown,2026-07-13_CurrentPnL,2026-07-14_DayMaxProfit,2026-07-14_DayMaxLoss,2026-07-14_MaxProfit,2026-07-14_MaxLoss,2026-07-14_MaxDrawdown,2026-07-14_CurrentPnL,2026-07-15_DayMaxProfit,2026-07-15_DayMaxLoss,2026-07-15_MaxProfit,2026-07-15_MaxLoss,2026-07-15_MaxDrawdown,2026-07-15_CurrentPnL,2026-07-16_DayMaxProfit,2026-07-16_DayMaxLoss,2026-07-16_MaxProfit,2026-07-16_MaxLoss,2026-07-16_MaxDrawdown,2026-07-16_CurrentPnL,2026-07-17_DayMaxProfit,2026-07-17_DayMaxLoss,2026-07-17_MaxProfit,2026-07-17_MaxLoss,2026-07-17_MaxDrawdown,2026-07-17_CurrentPnL,2026-07-20_DayMaxProfit,2026-07-20_DayMaxLoss,2026-07-20_MaxProfit,2026-07-20_MaxLoss,2026-07-20_MaxDrawdown,2026-07-20_CurrentPnL,2026-07-21_DayMaxProfit,2026-07-21_DayMaxLoss,2026-07-21_MaxProfit,2026-07-21_MaxLoss,2026-07-21_MaxDrawdown,2026-07-21_CurrentPnL,2026-07-22_DayMaxProfit,2026-07-22_DayMaxLoss,2026-07-22_MaxProfit,2026-07-22_MaxLoss,2026-07-22_MaxDrawdown,2026-07-22_CurrentPnL,2026-07-23_DayMaxProfit,2026-07-23_DayMaxLoss,2026-07-23_MaxProfit,2026-07-23_MaxLoss,2026-07-23_MaxDrawdown,2026-07-23_CurrentPnL,2026-07-24_DayMaxProfit,2026-07-24_DayMaxLoss,2026-07-24_MaxProfit,2026-07-24_MaxLoss,2026-07-24_MaxDrawdown,2026-07-24_CurrentPnL,2026-07-27_DayMaxProfit,2026-07-27_DayMaxLoss,2026-07-27_MaxProfit,2026-07-27_MaxLoss,2026-07-27_MaxDrawdown,2026-07-27_CurrentPnL,2026-07-28_DayMaxProfit,2026-07-28_DayMaxLoss,2026-07-28_MaxProfit,2026-07-28_MaxLoss,2026-07-28_MaxDrawdown,2026-07-28_CurrentPnL,2026-07-29_DayMaxProfit,2026-07-29_DayMaxLoss,2026-07-29_MaxProfit,2026-07-29_MaxLoss,2026-07-29_MaxDrawdown,2026-07-29_CurrentPnL,2026-07-30_DayMaxProfit,2026-07-30_DayMaxLoss,2026-07-30_MaxProfit,2026-07-30_MaxLoss,2026-07-30_MaxDrawdown,2026-07-30_CurrentPnL,2026-07-31_DayMaxProfit,2026-07-31_DayMaxLoss,2026-07-31_MaxProfit,2026-07-31_MaxLoss,2026-07-31_MaxDrawdown,2026-07-31_CurrentPnL,2026-08-03_DayMaxProfit,2026-08-03_DayMaxLoss,2026-08-03_MaxProfit,2026-08-03_MaxLoss,2026-08-03_MaxDrawdown,2026-08-03_CurrentPnL,2026-08-04_DayMaxProfit,2026-08-04_DayMaxLoss,2026-08-04_MaxProfit,2026-08-04_MaxLoss,2026-08-04_MaxDrawdown,2026-08-04_CurrentPnL,2026-08-05_DayMaxProfit,2026-08-05_DayMaxLoss,2026-08-05_MaxProfit,2026-08-05_MaxLoss,2026-08-05_MaxDrawdown,2026-08-05_CurrentPnL,2026-08-06_DayMaxProfit,2026-08-06_DayMaxLoss,2026-08-06_MaxProfit,2026-08-06_MaxLoss,2026-08-06_MaxDrawdown,2026-08-06_CurrentPnL,2026-08-07_DayMaxProfit,2026-08-07_DayMaxLoss,2026-08-07_MaxProfit,2026-08-07_MaxLoss,2026-08-07_MaxDrawdown,2026-08-07_CurrentPnL,2026-08-10_DayMaxProfit,2026-08-10_DayMaxLoss,2026-08-10_MaxProfit,2026-08-10_MaxLoss,2026-08-10_MaxDrawdown,2026-08-10_CurrentPnL,2026-08-11_DayMaxProfit,2026-08-11_DayMaxLoss,2026-08-11_MaxProfit,2026-08-11_MaxLoss,2026-08-11_MaxDrawdown,2026-08-11_CurrentPnL,2026-08-12_DayMaxProfit,2026-08-12_DayMaxLoss,2026-08-12_MaxProfit,2026-08-12_MaxLoss,2026-08-12_MaxDrawdown,2026-08-12_CurrentPnL,2026-08-13_DayMaxProfit,2026-08-13_DayMaxLoss,2026-08-13_MaxProfit,2026-08-13_MaxLoss,2026-08-13_MaxDrawdown,2026-08-13_CurrentPnL,2026-08-14_DayMaxProfit,2026-08-14_DayMaxLoss,2026-08-14_MaxProfit,2026-08-14_MaxLoss,2026-08-14_MaxDrawdown,2026-08-14_CurrentPnL,2026-08-17_DayMaxProfit,2026-08-17_DayMaxLoss,2026-08-17_MaxProfit,2026-08-17_MaxLoss,2026-08-17_MaxDrawdown,2026-08-17_CurrentPnL,2026-08-18_DayMaxProfit,2026-08-18_DayMaxLoss,2026-08-18_MaxProfit,2026-08-18_MaxLoss,2026-08-18_MaxDrawdown,2026-08-18_CurrentPnL,2026-08-19_DayMaxProfit,2026-08-19_DayMaxLoss,2026-08-19_MaxProfit,2026-08-19_MaxLoss,2026-08-19_MaxDrawdown,2026-08-19_CurrentPnL,2026-08-20_DayMaxProfit,2026-08-20_DayMaxLoss,2026-08-20_MaxProfit,2026-08-20_MaxLoss,2026-08-20_MaxDrawdown,2026-08-20_CurrentPnL,2026-08-21_DayMaxProfit,2026-08-21_DayMaxLoss,2026-08-21_MaxProfit,2026-08-21_MaxLoss,2026-08-21_MaxDrawdown,2026-08-21_CurrentPnL,2026-08-24_DayMaxProfit,2026-08-24_DayMaxLoss,2026-08-24_MaxProfit,2026-08-24_MaxLoss,2026-08-24_MaxDrawdown,2026-08-24_CurrentPnL,2026-08-25_DayMaxProfit,2026-08-25_DayMaxLoss,2026-08-25_MaxProfit,2026-08-25_MaxLoss,2026-08-25_MaxDrawdown,2026-08-25_CurrentPnL,2026-08-26_DayMaxProfit,2026-08-26_DayMaxLoss,2026-08-26_MaxProfit,2026-08-26_MaxLoss,2026-08-26_MaxDrawdown,2026-08-26_CurrentPnL,2026-08-27_DayMaxProfit,2026-08-27_DayMaxLoss,2026-08-27_MaxProfit,2026-08-27_MaxLoss,2026-08-27_MaxDrawdown,2026-08-27_CurrentPnL,2026-08-28_DayMaxProfit,2026-08-28_DayMaxLoss,2026-08-28_MaxProfit,2026-08-28_MaxLoss,2026-08-28_MaxDrawdown,2026-08-28_CurrentPnL
DELL,Buy,398.83,430.78,TP Hit,430.78,2026-06-30,4.42,-5.06,4.42,-5.06,-9.47,3.96,8.01,2.55,8.01,-5.06,-9.47,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT,Buy,175.59,179.01,TP Hit,179.01,2026-07-29,0.13,-4.53,0.13,-4.53,-4.66,-3.94,-3.98,-7.51,0.13,-7.51,-7.64,-6.85,-4.24,-7.59,0.13,-7.59,-7.72,-5.42,-3.35,-5.78,0.13,-7.59,-7.72,-5.44,-5.58,-8.84,0.13,-8.84,-8.97,-7.68,-5.22,-6.64,0.13,-8.84,-8.97,-5.89,-5.05,-6.69,0.13,-8.84,-8.97,-6.01,-5.42,-6.79,0.13,-8.84,-8.97,-6.03,-3.79,-5.36,0.13,-8.84,-8.97,-3.99,-2.67,-3.77,0.13,-8.84,-8.97,-3.47,-3.53,-5.06,0.13,-8.84,-8.97,-3.85,-2.44,-4.45,0.13,-8.84,-8.97,-3.96,-3.13,-4.57,0.13,-8.84,-8.97,-3.80,-1.66,-3.81,0.13,-8.84,-8.97,-3.15,-3.31,-5.26,0.13,-8.84,-8.97,-4.86,-5.11,-7.13,0.13,-8.84,-8.97,-6.95,-4.99,-6.90,0.13,-8.84,-8.97,-5.43,-4.19,-6.83,0.13,-8.84,-8.97,-6.23,-3.47,-5.22,0.13,-8.84,-8.97,-5.08,-4.19,-5.72,0.13,-8.84,-8.97,-5.04,1.71,-3.66,1.71,-8.84,-8.97,-2.33,1.95,-1.71,1.95,-8.84,-8.97,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI,Buy,82.62,84.59,Open,,,0.02,-5.58,0.02,-5.58,-5.60,-4.83,-4.16,-8.75,0.02,-8.75,-8.77,-8.34,-6.51,-10.03,0.02,-10.03,-10.05,-7.37,-4.48,-7.54,0.02,-10.03,-10.05,-7.29,-7.69,-10.74,0.02,-10.74,-10.76,-9.32,-5.59,-8.24,0.02,-10.74,-10.76,-6.54,-6.23,-7.56,0.02,-10.74,-10.76,-6.92,-6.35,-8.18,0.02,-10.74,-10.76,-7.19,-3.36,-5.68,0.02,-10.74,-10.76,-3.58,-2.18,-3.49,0.02,-10.74,-10.76,-3.36,-3.56,-5.47,0.02,-10.74,-10.76,-4.32,-2.25,-4.76,0.02,-10.74,-10.76,-3.81,-2.78,-5.23,0.02,-10.74,-10.76,-4.71,-2.34,-4.83,0.02,-10.74,-10.76,-4.18,-4.10,-6.41,0.02,-10.74,-10.76,-5.37,-5.47,-7.96,0.02,-10.74,-10.76,-7.77,-5.89,-7.55,0.02,-10.74,-10.76,-6.20,-5.30,-10.70,0.02,-10.74,-10.76,-9.74,-7.09,-9.55,0.02,-10.74,-10.76,-9.34,-8.98,-11.01,0.02,-11.01,-11.03,-10.28,-5.41,-9.55,0.02,-11.01,-11.03,-8.32,-3.23,-8.45,0.02,-11.01,-11.03,-4.27,-4.20,-8.42,0.02,-11.01,-11.03,-7.40,-7.41,-9.42,0.02,-11.01,-11.03,-7.65,-4.74,-7.95,0.02,-11.01,-11.03,-7.12,-5.22,-9.10,0.02,-11.01,-11.03,-6.00,-6.44,-15.61,0.02,-15.61,-15.63,-10.63,-7.43,-11.01,0.02,-15.61,-15.63,-9.32,-7.70,-9.54,0.02,-15.61,-15.63,-8.51,-8.85,-11.07,0.02,-15.61,-15.63,-10.91,-9.45,-11.18,0.02,-15.61,-15.63,-10.87,-9.71,-11.29,0.02,-15.61,-15.63,-10.47,-7.64,-10.42,0.02,-15.61,-15.63,-8.34,-7.66,-8.61,0.02,-15.61,-15.63,-8.04,-8.39,-10.57,0.02,-15.61,-15.63,-9.90,-8.15,-10.54,0.02,-15.61,-15.63,-10.40,-8.63,-10.49,0.02,-15.61,-15.63,-9.65,-7.75,-9.53,0.02,-15.61,-15.63,-8.75,-7.41,-9.34,0.02,-15.61,-15.63,-8.61,-7.10,-8.71,0.02,-15.61,-15.63,-7.53,-6.97,-8.71,0.02,-15.61,-15.63,-7.66,-6.80,-8.94,0.02,-15.61,-15.63,-8.57,-8.14,-9.50,0.02,-15.61,-15.63,-9.19,-7.31,-9.22,0.02,-15.61,-15.63,-7.84
ENPH,Buy,47.58,66.49,Open,,,2.90,-4.52,2.90,-4.52,-7.42,1.60,13.70,-0.92,13.70,-4.52,-14.63,3.49,6.20,-2.06,13.70,-4.52,-15.76,-1.56,0.04,-11.06,13.70,-11.06,-24.76,-9.48,-3.01,-12.23,13.70,-12.23,-25.93,-6.37,-6.05,-13.14,13.70,-13.14,-26.84,-9.65,-9.39,-13.98,13.70,-13.98,-27.68,-9.58,-2.84,-7.21,13.70,-13.98,-27.68,-5.65,-2.27,-6.43,13.70,-13.98,-27.68,-5.78,-7.44,-11.20,13.70,-13.98,-27.68,-9.50,-4.16,-7.52,13.70,-13.98,-27.68,-5.44,-2.08,-10.80,13.70,-13.98,-27.68,-7.42,-9.14,-14.02,13.70,-14.02,-27.72,-13.66,-10.59,-16.77,13.70,-16.77,-30.47,-12.63,-12.67,-17.53,13.70,-17.53,-31.23,-17.07,-14.21,-17.82,13.70,-17.82,-31.52,-16.06,-14.21,-17.19,13.70,-17.82,-31.52,-16.81,-16.94,-20.45,13.70,-20.45,-34.15,-18.26,-18.18,-23.12,13.70,-23.12,-36.82,-22.87,-19.61,-23.90,13.70,-23.90,-37.60,-20.11,-20.34,-25.62,13.70,-25.62,-39.32,-23.67,-16.77,-26.52,13.70,-26.52,-40.22,-26.29,-21.27,-25.94,13.70,-26.52,-40.22,-21.44,-19.31,-23.03,13.70,-26.52,-40.22,-21.10,-17.15,-21.96,13.70,-26.52,-40.22,-17.30,-10.95,-17.49,13.70,-26.52,-40.22,-12.21,-13.24,-18.43,13.70,-26.52,-40.22,-18.14,-15.76,-20.98,13.70,-26.52,-40.22,-16.62,-10.68,-15.45,13.70,-26.52,-40.22,-12.00,-11.54,-14.63,13.70,-26.52,-40.22,-14.00,-10.79,-13.31,13.70,-26.52,-40.22,-11.10,-9.04,-14.50,13.70,-26.52,-40.22,-14.31,-13.58,-16.04,13.70,-26.52,-40.22,-14.29,-12.46,-15.66,13.70,-26.52,-40.22,-14.92,-15.26,-19.19,13.70,-26.52,-40.22,-18.77,-18.87,-21.52,13.70,-26.52,-40.22,-21.02,-17.23,-20.41,13.70,-26.52,-40.22,-17.26,-17.42,-20.32,13.70,-26.52,-40.22,-19.38,-16.31,-20.95,13.70,-26.52,-40.22,-18.85,-19.21,-22.17,13.70,-26.52,-40.22,-21.86,-20.03,-22.72,13.70,-26.52,-40.22,-21.50,-18.03,-22.61,13.70,-26.52,-40.22,-19.25,-17.22,-20.47,13.70,-26.52,-40.22,-17.51,-17.47,-22.91,13.70,-26.52,-40.22,-21.71
AI,Buy,8.9,11.2,Open,,,3.37,-2.58,3.37,-2.58,-5.96,-0.34,3.60,-2.81,3.60,-2.81,-6.40,2.13,8.54,3.54,8.54,-2.81,-6.40,5.96,7.64,1.24,8.54,-2.81,-7.30,1.80,7.30,-1.12,8.54,-2.81,-9.66,4.27,6.74,-0.11,8.54,-2.81,-9.66,0.34,0.96,-2.27,8.54,-2.81,-10.81,-0.45,1.24,-2.92,8.54,-2.92,-11.46,1.24,4.27,-0.67,8.54,-2.92,-11.46,0.56,4.11,-0.56,8.54,-2.92,-11.46,2.92,3.71,-1.46,8.54,-2.92,-11.46,2.81,8.20,2.58,8.54,-2.92,-11.46,2.70,3.60,-1.24,8.54,-2.92,-11.46,0.11,2.92,-2.58,8.54,-2.92,-11.46,-0.90,-0.84,-4.83,8.54,-4.83,-13.37,-3.26,-0.22,-4.83,8.54,-4.83,-13.37,-3.48,-3.11,-10.11,8.54,-10.11,-18.65,-7.98,-8.07,-11.12,8.54,-11.12,-19.66,-8.43,-6.07,-9.21,8.54,-11.12,-19.66,-8.43,0.67,-6.74,8.54,-11.12,-19.66,-0.90,3.76,-2.87,8.54,-11.12,-19.66,-0.00,1.99,-1.69,8.54,-11.12,-19.66,-0.56,2.02,-3.26,8.54,-11.12,-19.66,1.91,6.63,1.69,8.54,-11.12,-19.66,3.15,10.51,3.15,10.51,-11.12,-19.66,9.33,13.60,8.37,13.60,-11.12,-19.66,12.92,14.04,10.22,14.04,-11.12,-19.66,11.35,11.80,8.09,14.04,-11.12,-19.66,10.79,17.25,12.25,17.25,-11.12,-19.66,14.83,17.25,13.03,17.25,-11.12,-19.66,16.85,20.56,15.51,20.56,-11.12,-19.66,19.44,18.65,13.03,20.56,-11.12,-19.66,13.26,14.94,8.03,20.56,-11.12,-19.66,14.38,15.56,9.27,20.56,-11.12,-19.66,11.57,11.01,6.86,20.56,-11.12,-19.66,8.99,11.12,7.70,20.56,-11.12,-19.66,10.90,17.02,9.44,20.56,-11.12,-19.66,16.63,16.85,12.75,20.56,-11.12,-19.66,15.84,19.89,14.78,20.56,-11.12,-19.66,15.73,16.18,12.58,20.56,-11.12,-19.66,13.60,13.09,8.54,20.56,-11.12,-19.66,10.00,10.34,6.52,20.56,-11.12,-19.66,8.99,17.64,11.52,20.56,-11.12,-19.66,16.07,21.35,15.73,21.35,-11.12,-19.66,18.31
